0	26	-1.66667	
2.6	25.7567	-1.36222	
4.91567	26.2155	-1.02887	
7.04565	27.2931	-0.64498	
9.0704	28.9328	-0.189714	
11.0566	31.0991	0.35923	
13.0609	33.7739	1.02746	
15.1322	36.9534	1.84557	
17.3143	40.6448	2.85082	
19.6474	44.8647	4.089	
22.1691	49.6368	5.61661	
24.9159	54.9897	7.50333	
27.9232	60.9546	9.83505	
31.2264	67.5627	12.7173	
34.86	74.8407	16.2795	
38.8581	82.8067	20.6792	
43.2529	91.4626	26.1075	
48.0739	100.785	32.7941	
53.345	110.712	41.0127	
59.0817	121.127	51.0844	
65.2862	131.836	63.3798	
71.9412	142.538	78.3157	
79.0009	152.79	96.3445	
86.3798	161.959	117.93	
93.9377	169.178	143.508	
101.462	173.29	173.41	
108.644	172.806	207.767	
115.061	165.886	246.348	
120.143	150.372	288.365	
123.166	123.913	332.225	
123.241	84.2289	375.281	
119.339	29.5632	413.628	
110.362	-40.6638	442.086	
95.2593	-125.042	454.512	
73.2291	-219.382	444.611	
43.968	-316.267	407.328	
7.94448	-405.397	340.642	
-33.3897	-475.066	247.279	
-77.5573	-514.766	135.496	
-121.278	-518.238	18.1827	
-160.974	-485.719	-89.9132	
-193.449	-424.18	-175.989	
-216.522	-345.222	-232.438	
-229.392	-261.541	-258.126	
-232.607	-183.616	-257.364	
-227.708	-117.883	-237.465	
-216.725	-66.6603	-206.206	
-201.719	-29.2251	-170.119	
-184.469	-3.20062	-133.825	
-166.342	14.2984	-100.12	
-148.278	25.9609	-70.4155	
-130.854	33.9601	-45.2211	
-114.373	39.8838	-24.5414	
-98.9473	44.7899	-8.1382	
-84.5736	49.3068	4.31672	
-71.1856	53.7383	13.1685	
-58.6932	58.1542	18.7536	
-47.0084	62.4667	21.3996	
-36.0609	66.4909	21.4356	
-25.8058	69.9954	19.2037	
-16.2256	72.7435	15.0664	
-7.32872	74.5257	9.40681	
0.85673	75.1849	2.622	
8.28955	74.6324	-4.88943	
14.9238	72.8553	-12.744	
20.717	69.915	-20.5909	
25.6368	65.9374	-28.1275	
29.6668	61.0985	-35.1111	
32.81	55.6057	-41.3652	
35.0896	49.6787	-46.779	
36.5485	43.532	-51.3029	
37.2469	37.3611	-54.939	
37.2583	31.3322	-57.7297	
36.6657	25.577	-59.7457	
35.5568	20.191	-61.0745	
34.0202	15.2355	-61.8105	
32.1418	10.741	-62.0477	
30.0017	6.71238	-61.8738	
27.6727	3.13445	-61.3674	
25.2189	-0.0227661	-60.5958	
22.6947	-2.79923	-59.615	
20.1454	-5.24084	-58.47	
17.6067	-7.39619	-57.196	
15.1064	-9.31407	-55.8194	
12.6644	-11.0417	-54.3593	
10.2938	-12.6235	-52.8288	
8.00206	-14.1004	-51.236	
5.79181	-15.5095	-49.5848	
3.66169	-16.8838	-47.8758	
1.60714	-18.2527	-46.1067	
-0.378846	-19.6415	-44.2729	
-2.30511	-21.0724	-42.3673	
-4.18184	-22.5639	-40.381	
-6.02005	-24.132	-38.3028	
-7.83124	-25.7896	-36.1194	
-9.62708	-27.5467	-33.8155	
-11.419	-29.4108	-31.3731	
-13.2182	-31.3866	-28.772	
-15.0351	-33.4754	-25.9891	
-16.8791	-35.6751	-22.9985	
-18.7587	-37.9797	-19.7715	
-20.6808	-40.3782	-16.2761	
-22.6505	-42.854	-12.4775	
-24.6709	-45.3833	-8.3381	
-26.7421	-47.9343	-3.81787	
-28.8613	-50.4652	1.12479	
-31.0217	-52.9223	6.53202	
-33.2118	-55.2382	12.4447	
-35.4144	-57.3297	18.9004	
-37.6059	-59.0958	25.9297	
-39.7549	-60.4157	33.5526	
-41.821	-61.148	41.7726	
-43.7537	-61.13	50.5707	
-45.4913	-60.1796	59.8969	
-46.9602	-58.098	69.6619	
-48.0739	-54.6771	79.727	
-48.7343	-49.7091	89.8946	
-48.8317	-43.0015	99.9002	
-48.2487	-34.3972	109.407	
-46.8636	-23.7987	118.005	
-44.5571	-11.1968	125.22	
-41.221	3.29973	130.532	
-36.769	19.437	133.406	
-31.1484	36.7965	133.335	
-24.3539	54.7906	129.895	
-16.4394	72.6779	122.811	
-7.52771	89.6049	112.012	
2.18556	104.673	97.6777	
12.4343	117.027	80.2609	
22.8935	125.949	60.4705	
33.1991	130.952	39.218	
42.9744	131.845	17.5288	
51.8614	128.752	-3.5665	
59.5505	122.099	-23.1429	
65.8053	112.546	-40.4712	
70.4794	100.899	-55.0744	
73.5214	88.0066	-66.7415	
74.9699	74.6715	-75.5036	
74.9401	61.5804	-81.5829	
73.6041	49.2655	-85.3279	
71.1702	38.0928	-87.1499	
67.8625	28.2734	-87.4691	
63.9036	19.8879	-86.676	
59.502	12.9169	-85.1082	
54.8435	7.27211	-83.0404	
50.0864	2.82276	-80.6845	
45.36	-0.582611	-78.1954	
40.7657	-3.10056	-75.6804	
36.3791	-4.88207	-73.2092	
32.253	-6.06611	-70.8231	
28.4211	-6.77619	-68.5434	
24.9014	-7.11921	-66.3777	
21.6993	-7.18562	-64.3249	
18.8108	-7.05044	-62.3791	
16.2247	-6.7748	-60.5316	
13.9247	-6.40764	-58.7733	
11.8915	-5.9874	-57.0948	
10.1036	-5.54371	-55.4876	
8.53888	-5.09886	-53.9445	
7.1751	-4.66917	-52.4588	
5.99067	-4.26618	-51.0252	
4.96499	-3.89763	-49.6392	
4.07873	-3.56835	-48.2971	
3.31402	-3.28094	-46.9958	
2.65452	-3.03641	-45.7328	
2.08543	-2.8346	-44.5059	
1.59343	-2.67461	-43.3135	
1.16662	-2.55505	-42.1538	
0.794456	-2.47435	-41.0256	
0.467575	-2.43086	-39.9277	
0.177732	-2.42305	-38.8589	
-0.0823461	-2.44957	-37.8184	
-0.319068	-2.50935	-36.805	
-0.538096	-2.60163	-35.8179	
-0.744449	-2.72603	-34.8562	
-0.942607	-2.88253	-33.9189	
-1.1366	-3.07154	-33.0053	
-1.33009	-3.29386	-32.1143	
-1.52647	-3.55075	-31.2451	
-1.7289	-3.84392	-30.3967	
-1.9404	-4.1755	-29.5681	
-2.16391	-4.54815	-28.7582	
-2.40233	-4.96499	-27.9658	
-2.6586	-5.4297	-27.1898	
-2.93571	-5.94649	-26.4287	
-3.23679	-6.52018	-25.6809	
-3.56513	-7.15622	-24.9448	
